,AGENCE,CODE RESPONSABLE,,,,,,,,,,
CLIENACLI,CLIENAAGE,CLIENARES,CLIENACRE,SABVERSION,,N AGENCE,N CODE RESP,,N° Prospect,Agence,Libellé Agence,
190569,102,21,1140604,0,,,,,190569,13730,MARSEILLE,
190573,102,21,1140604,0,,,,,190573,13730,MARSEILLE,
191272,102,21,1140604,0,,,,,191272,38750,D.R./VIENNE,
191358,102,21,1140604,0,,,,,191358,38750,D.R./VIENNE,
191719,102,21,1140604,0,,,,,191719,38740,VIENNE,
191724,102,21,1140604,0,,,,,191724,38750,D.R./VIENNE,
191855,102,21,1140604,0,,,,,191855,38750,D.R./VIENNE,
191881,102,21,1140604,0,,,,,191881,38750,D.R./VIENNE,
191918,102,21,1140604,0,,,,,191918,38740,VIENNE,
191934,102,21,1140604,0,,,,,191934,38750,D.R./VIENNE,
191947,102,21,1140604,0,,,,,191947,38750,D.R./VIENNE,
191989,102,21,1140604,0,,,,,191989,38740,VIENNE,
192033,102,21,1140604,0,,,,,192033,38750,D.R./VIENNE,
192038,102,21,1140604,0,,,,,192038,38750,D.R./VIENNE,
192055,102,21,1140604,0,,,,,192055,38750,D.R./VIENNE,
192123,102,21,1140604,0,,,,,192123,38750,D.R./VIENNE,
192180,102,21,1140604,0,,,,,192180,38750,D.R./VIENNE,
192314,102,21,1140604,0,,,,,192314,38750,D.R./VIENNE,
192354,102,21,1140604,0,,,,,192354,38750,D.R./VIENNE,
192661,102,21,1140604,0,,,,,192661,35760,D.R./RENNES,
192796,102,21,1140604,0,,,,,192796,35760,D.R./RENNES,
192905,102,21,1140604,0,,,,,192905,35760,D.R./RENNES,
193035,102,21,1140604,0,,,,,193035,35760,D.R./RENNES,
193045,102,21,1140604,0,,,,,193045,35760,D.R./RENNES,
193052,102,21,1140604,0,,,,,193052,35760,D.R./RENNES,
193173,102,21,1140604,0,,,,,193173,49730,ANGERS,
194352,102,21,1140604,0,,,,,194352,76750,D.R./ROUEN,
194389,102,21,1140604,0,,,,,194389,76750,D.R./ROUEN,
194978,102,21,1140604,0,,,,,194978,38750,D.R./VIENNE,
195643,102,21,1140604,0,,,,,195643,86730,POITIERS,
195697,102,21,1140604,0,,,,,195697,86730,POITIERS,
196213,102,21,1140604,0,,,,,196213,13730,MARSEILLE,
196222,102,21,1140604,0,,,,,196222,13730,MARSEILLE,
196238,102,21,1140604,0,,,,,196238,13730,MARSEILLE,
196364,102,21,1140604,0,,,,,196364,13730,MARSEILLE,
196552,102,21,1140604,0,,,,,196552,13730,MARSEILLE,
196819,102,21,1140604,0,,,,,196819,13730,MARSEILLE,
198689,102,21,1140604,0,,,,,198689,89730,AUXERRE,
198696,102,21,1140604,0,,,,,198696,89730,AUXERRE,
198760,102,21,1140604,0,,,,,198760,89730,AUXERRE,
198818,102,21,1140604,0,,,,,198818,44730,NANTES,
199099,102,21,1140604,0,,,,,199099,64730,PAU,
199104,102,21,1140604,0,,,,,199104,64730,PAU,
199192,102,21,1140604,0,,,,,199192,64730,PAU,
200469,102,21,1140604,0,,,,,200469,76750,D.R./ROUEN,
201002,102,21,1140604,0,,,,,201002,49730,ANGERS,
201021,102,21,1140604,0,,,,,201021,49730,ANGERS,
201039,102,21,1140604,0,,,,,201039,49730,ANGERS,
201112,102,21,1140604,0,,,,,201112,87730,LIMOGES,
201129,102,21,1140604,0,,,,,201129,,,
201220,102,21,1140604,0,,,,,201220,92730,PARIS,
201252,102,21,1140604,0,,,,,201252,35760,D.R./RENNES,
201314,102,21,1140604,0,,,,,201314,35760,D.R./RENNES,
201325,102,21,1140604,0,,,,,201325,35760,D.R./RENNES,
201342,102,21,1140604,0,,,,,201342,35760,D.R./RENNES,
201452,102,21,1140604,0,,,,,201452,59730,LILLE,
201461,102,21,1140604,0,,,,,201461,76750,D.R./ROUEN,
201469,102,21,1140604,0,,,,,201469,76750,D.R./ROUEN,
201481,102,21,1140604,0,,,,,201481,92730,PARIS,
201571,102,21,1140604,0,,,,,201571,21730,DIJON,
201631,102,21,1140604,0,,,,,201631,54730,NANCY,
201655,102,21,1140604,0,,,,,201655,69730,LYON,
201664,102,21,1140604,0,,,,,201664,69730,LYON,
201698,102,21,1140604,0,,,,,201698,63750,CLERMONT-FERRAND,
202011,102,21,1140604,0,,,,,202011,87740,D.R./LIMOGES,
202200,102,21,1140604,0,,,,,202200,41740,D.R./BLOIS,
202471,102,21,1140604,0,,,,,202471,49730,ANGERS,
202542,102,21,1140604,0,,,,,202542,49730,ANGERS,
202818,102,21,1140604,0,,,,,202818,86730,POITIERS,
203133,102,21,1140604,0,,,,,203133,35760,D.R./RENNES,
203289,102,21,1140604,0,,,,,203289,44730,NANTES,
204230,102,21,1140604,0,,,,,204230,54730,NANCY,
204248,102,21,1140604,0,,,,,204248,54730,NANCY,
204963,102,21,1140604,0,,,,,204963,38750,D.R./VIENNE,
205238,102,21,1140604,0,,,,,205238,13730,MARSEILLE,
206322,102,21,1140604,0,,,,,206322,76750,D.R./ROUEN,
206390,102,21,1140604,0,,,,,206390,01730,BOURG EN BRESSE,
206643,102,21,1140604,0,,,,,206643,87730,LIMOGES,
206786,102,21,1140604,0,,,,,206786,87740,D.R./LIMOGES,
206855,102,21,1140604,0,,,,,206855,21730,DIJON,
207091,102,21,1140604,0,,,,,207091,49730,ANGERS,
207128,102,21,1140604,0,,,,,207128,38750,D.R./VIENNE,
207233,102,21,1140604,0,,,,,207233,21730,DIJON,
207251,102,21,1140604,0,,,,,207251,44730,NANTES,
207298,102,21,1140604,0,,,,,207298,54730,NANCY,
207368,102,21,1140604,0,,,,,207368,69730,LYON,
207402,102,21,1140604,0,,,,,207402,21730,DIJON,
207459,102,21,1140604,0,,,,,207459,59730,LILLE,
207695,102,21,1140604,0,,,,,207695,69730,LYON,
207901,102,21,1140604,0,,,,,207901,69730,LYON,
208063,102,21,1140604,0,,,,,208063,49730,ANGERS,
208075,102,21,1140604,0,,,,,208075,49730,ANGERS,
208077,102,21,1140604,0,,,,,208077,49730,ANGERS,
208078,102,21,1140604,0,,,,,208078,49730,ANGERS,
208246,102,21,1140604,0,,,,,208246,92730,PARIS,
208375,102,21,1140604,0,,,,,208375,59730,LILLE,
208390,102,21,1140604,0,,,,,208390,59730,LILLE,
208415,102,21,1140604,0,,,,,208415,54730,NANCY,
208842,102,21,1140604,0,,,,,208842,49730,ANGERS,
208973,102,21,1140604,0,,,,,208973,87740,D.R./LIMOGES,
209642,102,21,1140604,0,,,,,209642,49730,ANGERS,
210171,102,21,1140604,0,,,,,210171,89730,AUXERRE,
210709,102,21,1140604,0,,,,,210709,64730,PAU,
210806,102,21,1140604,0,,,,,210806,63750,CLERMONT-FERRAND,
210882,102,21,1140604,0,,,,,210882,54730,NANCY,
211248,102,21,1140604,0,,,,,211248,54730,NANCY,
211651,102,21,1140604,0,,,,,211651,21730,DIJON,
212343,102,21,1140604,0,,,,,212343,44730,NANTES,
212730,102,21,1140604,0,,,,,212730,35760,D.R./RENNES,
213322,102,21,1140604,0,,,,,213322,01730,BOURG EN BRESSE,
213847,102,21,1140604,0,,,,,213847,44730,NANTES,
214304,102,21,1140604,0,,,,,214304,54730,NANCY,
216360,102,21,1140604,0,,,,,216360,86730,POITIERS,
216376,102,21,1140604,0,,,,,216376,37730,TOURS,
216676,102,21,1140604,0,,,,,216676,49730,ANGERS,
216949,102,21,1140604,0,,,,,216949,44730,NANTES,
217015,102,21,1140604,0,,,,,217015,44730,NANTES,
217290,102,21,1140604,0,,,,,217290,35760,D.R./RENNES,
217297,102,21,1140604,0,,,,,217297,35730,RENNES,
217495,102,21,1140604,0,,,,,217495,41740,D.R./BLOIS,
217856,102,21,1140604,0,,,,,217856,41740,D.R./BLOIS,
218437,102,21,1140604,0,,,,,218437,87740,D.R./LIMOGES,
218483,102,21,1140604,0,,,,,218483,87740,D.R./LIMOGES,
228362,102,21,1140604,0,,,,,228362,86730,POITIERS,
228372,102,21,1140604,0,,,,,228372,86730,POITIERS,
228484,102,21,1140604,0,,,,,228484,35760,D.R./RENNES,
228496,102,21,1140604,0,,,,,228496,35730,RENNES,
228506,102,21,1140604,0,,,,,228506,35730,RENNES,
228747,102,21,1140604,0,,,,,228747,49730,ANGERS,
230001,102,21,1140604,0,,,,,230001,49730,ANGERS,
230006,102,21,1140604,0,,,,,230006,49730,ANGERS,
230010,102,21,1140604,0,,,,,230010,49730,ANGERS,
230021,102,21,1140604,0,,,,,230021,49730,ANGERS,
230024,102,21,1140604,0,,,,,230024,49730,ANGERS,
230025,102,21,1140604,0,,,,,230025,49730,ANGERS,
230032,102,21,1140604,0,,,,,230032,49730,ANGERS,
230039,102,21,1140604,0,,,,,230039,49730,ANGERS,
230046,102,21,1140604,0,,,,,230046,49730,ANGERS,
230073,102,21,1140604,0,,,,,230073,49730,ANGERS,
230087,102,21,1140604,0,,,,,230087,49730,ANGERS,
230091,102,21,1140604,0,,,,,230091,49730,ANGERS,
230098,102,21,1140604,0,,,,,230098,49730,ANGERS,
230201,102,21,1140604,0,,,,,230201,49730,ANGERS,
230328,102,21,1140604,0,,,,,230328,49730,ANGERS,
230532,102,21,1140604,0,,,,,230532,37730,TOURS,
230546,102,21,1140604,0,,,,,230546,37730,TOURS,
230562,102,21,1140604,0,,,,,230562,37730,TOURS,
230977,102,21,1140604,0,,,,,230977,86730,POITIERS,
231080,102,21,1140604,0,,,,,231080,49740,DGR OUEST,
231091,102,21,1140604,0,,,,,231091,49740,DGR OUEST,
231249,102,21,1140604,0,,,,,231249,35760,D.R./RENNES,
231389,102,21,1140604,0,,,,,231389,92730,PARIS,
231394,102,21,1140604,0,,,,,231394,92730,PARIS,
231499,102,21,1140604,0,,,,,231499,80730,AMIENS,
231631,102,21,1140604,0,,,,,231631,80730,AMIENS,
231634,102,21,1140604,0,,,,,231634,80730,AMIENS,
232348,102,21,1140604,0,,,,,232348,59730,LILLE,
232370,102,21,1140604,0,,,,,232370,59730,LILLE,
232375,102,21,1140604,0,,,,,232375,59730,LILLE,
232829,102,21,1140604,0,,,,,232829,59730,LILLE,
232851,102,21,1140604,0,,,,,232851,59730,LILLE,
232872,102,21,1140604,0,,,,,232872,59730,LILLE,
233148,102,21,1140604,0,,,,,233148,59730,LILLE,
233759,102,21,1140604,0,,,,,233759,59730,LILLE,
233819,102,21,1140604,0,,,,,233819,59730,LILLE,
233840,102,21,1140604,0,,,,,233840,59730,LILLE,
233858,102,21,1140604,0,,,,,233858,59730,LILLE,
233867,102,21,1140604,0,,,,,233867,59730,LILLE,
233959,102,21,1140604,0,,,,,233959,59730,LILLE,
234012,102,21,1140604,0,,,,,234012,59730,LILLE,
234193,102,21,1140604,0,,,,,234193,59730,LILLE,
235103,102,21,1140604,0,,,,,235103,,,
235785,102,21,1140604,0,,,,,235785,59730,LILLE,
235816,102,21,1140604,0,,,,,235816,59730,LILLE,
235824,102,21,1140604,0,,,,,235824,59730,LILLE,
235828,102,21,1140604,0,,,,,235828,74790,ANNECY,
235862,102,21,1140604,0,,,,,235862,59730,LILLE,
235876,102,21,1140604,0,,,,,235876,59730,LILLE,
235891,102,21,1140604,0,,,,,235891,59730,LILLE,
235919,102,21,1140604,0,,,,,235919,59730,LILLE,
236029,102,21,1140604,0,,,,,236029,59730,LILLE,
236791,102,21,1140604,0,,,,,236791,92730,PARIS,
236795,102,21,1140604,0,,,,,236795,41740,D.R./BLOIS,
236812,102,21,1140604,0,,,,,236812,41740,D.R./BLOIS,
236822,102,21,1140604,0,,,,,236822,92730,PARIS,
236841,102,21,1140604,0,,,,,236841,92730,PARIS,
237157,102,21,1140604,0,,,,,237157,92730,PARIS,
237304,102,21,1140604,0,,,,,237304,92730,PARIS,
237471,102,21,1140604,0,,,,,237471,92730,PARIS,
237658,102,21,1140604,0,,,,,237658,92730,PARIS,
237927,102,21,1140604,0,,,,,237927,92730,PARIS,
238193,102,21,1140604,0,,,,,238193,92730,PARIS,
238424,102,21,1140604,0,,,,,238424,92730,PARIS,
239367,102,21,1140604,0,,,,,239367,76750,D.R./ROUEN,
239516,102,21,1140604,0,,,,,239516,76750,D.R./ROUEN,
239774,102,21,1140604,0,,,,,239774,76750,D.R./ROUEN,
239775,102,21,1140604,0,,,,,239775,76750,D.R./ROUEN,
240096,102,21,1140604,0,,,,,240096,76750,D.R./ROUEN,
240291,102,21,1140604,0,,,,,240291,21730,DIJON,
240310,102,21,1140604,0,,,,,240310,21730,DIJON,
240387,102,21,1140604,0,,,,,240387,21730,DIJON,
240708,102,21,1140604,0,,,,,240708,54730,NANCY,
240910,102,21,1140604,0,,,,,240910,54730,NANCY,
241172,102,21,1140604,0,,,,,241172,01730,BOURG EN BRESSE,
241494,102,21,1140604,0,,,,,241494,01730,BOURG EN BRESSE,
242113,102,21,1140604,0,,,,,242113,01730,BOURG EN BRESSE,
242672,102,21,1140604,0,,,,,242672,63750,CLERMONT-FERRAND,
243120,102,21,1140604,0,,,,,243120,74790,ANNECY,
243241,102,21,1140604,0,,,,,243241,74790,ANNECY,
243386,102,21,1140604,0,,,,,243386,74790,ANNECY,
243409,102,21,1140604,0,,,,,243409,74790,ANNECY,
246452,102,21,1140604,0,,,,,246452,74790,ANNECY,
247288,102,21,1140604,0,,,,,247288,38750,D.R./VIENNE,
247310,102,21,1140604,0,,,,,247310,38750,D.R./VIENNE,
247520,102,21,1140604,0,,,,,247520,38750,D.R./VIENNE,
247985,102,21,1140604,0,,,,,247985,74790,ANNECY,
248324,102,21,1140604,0,,,,,248324,74790,ANNECY,
250298,102,21,1140604,0,,,,,250298,69730,LYON,
251048,102,21,1140604,0,,,,,251048,69730,LYON,
251058,102,21,1140604,0,,,,,251058,69730,LYON,
256595,102,21,1140604,0,,,,,256595,06730,NICE,
257970,102,21,1140604,0,,,,,257970,13730,MARSEILLE,
258082,102,21,1140604,0,,,,,258082,13730,MARSEILLE,
259163,102,21,1140604,0,,,,,259163,64730,PAU,
259425,102,21,1140604,0,,,,,259425,64730,PAU,
259432,102,21,1140604,0,,,,,259432,64730,PAU,
259649,102,21,1140604,0,,,,,259649,64730,PAU,
259719,102,21,1140604,0,,,,,259719,64730,PAU,
260882,102,21,1140604,0,,,,,260882,34730,MONTPELLIER,
261470,102,21,1140604,0,,,,,261470,34730,MONTPELLIER,
261476,102,21,1140604,0,,,,,261476,34730,MONTPELLIER,
261498,102,21,1140604,0,,,,,261498,34730,MONTPELLIER,
261607,102,21,1140604,0,,,,,261607,34730,MONTPELLIER,
262482,102,21,1140604,0,,,,,262482,31850,D.R./TOULOUSE,
263278,102,21,1140604,0,,,,,263278,87740,D.R./LIMOGES,
263341,102,21,1140604,0,,,,,263341,87730,LIMOGES,
263749,102,21,1140604,0,,,,,263749,87730,LIMOGES,
264746,102,21,1140604,0,,,,,264746,87740,D.R./LIMOGES,
265839,102,21,1140604,0,,,,,265839,38750,D.R./VIENNE,
265849,102,21,1140604,0,,,,,265849,38750,D.R./VIENNE,
268207,102,21,1140604,0,,,,,268207,,,
268392,102,21,1140604,0,,,,,268392,34730,MONTPELLIER,
279047,102,21,1140604,0,,,,,279047,01730,BOURG EN BRESSE,
279079,102,21,1140604,0,,,,,279079,06730,NICE,
280902,102,21,1140604,0,,,,,280902,86730,POITIERS,
283732,102,21,1140604,0,,,,,283732,86730,POITIERS,
289831,102,21,1140604,0,,,,,289831,49730,ANGERS,
290249,102,21,1140604,0,,,,,290249,49730,ANGERS,
290734,102,21,1140604,0,,,,,290734,49730,ANGERS,
291771,102,21,1140604,0,,,,,291771,49730,ANGERS,
291809,102,21,1140604,0,,,,,291809,69790,SIEGE,
292353,102,21,1140604,0,,,,,292353,69730,LYON,
293063,102,21,1140604,0,,,,,293063,38750,D.R./VIENNE,
293313,102,21,1140604,0,,,,,293313,38750,D.R./VIENNE,
293314,102,21,1140604,0,,,,,293314,38750,D.R./VIENNE,
302610,102,21,1140604,0,,,,,302610,63750,CLERMONT-FERRAND,
308518,102,21,1140604,0,,,,,308518,74790,ANNECY,
325496,102,21,1140604,0,,,,,325496,06730,NICE,
326327,102,21,1140604,0,,,,,326327,44730,NANTES,
326376,102,21,1140604,0,,,,,326376,54730,NANCY,
326404,102,21,1140604,0,,,,,326404,49730,ANGERS,
326439,102,21,1140604,0,,,,,326439,87730,LIMOGES,
326820,102,21,1140604,0,,,,,326820,01730,BOURG EN BRESSE,
326900,102,21,1140604,0,,,,,326900,89730,AUXERRE,
327418,102,21,1140604,0,,,,,327418,35760,D.R./RENNES,
328405,102,21,1140604,0,,,,,328405,89730,AUXERRE,
328611,102,21,1140604,0,,,,,328611,63750,CLERMONT-FERRAND,
328952,102,21,1140604,0,,,,,328952,35730,RENNES,
329158,102,21,1140604,0,,,,,329158,37730,TOURS,
329351,102,21,1140604,0,,,,,329351,49730,ANGERS,
329357,102,21,1140604,0,,,,,329357,49730,ANGERS,
329380,102,21,1140604,0,,,,,329380,49730,ANGERS,
329815,102,21,1140604,0,,,,,329815,86730,POITIERS,
330135,102,21,1140604,0,,,,,330135,41740,D.R./BLOIS,
330220,102,21,1140604,0,,,,,330220,89730,AUXERRE,
330224,102,21,1140604,0,,,,,330224,89730,AUXERRE,
330235,102,21,1140604,0,,,,,330235,89730,AUXERRE,
330328,102,21,1140604,0,,,,,330328,89730,AUXERRE,
330386,102,21,1140604,0,,,,,330386,89730,AUXERRE,
330387,102,21,1140604,0,,,,,330387,89730,AUXERRE,
330405,102,21,1140604,0,,,,,330405,89730,AUXERRE,
330407,102,21,1140604,0,,,,,330407,89730,AUXERRE,
330426,102,21,1140604,0,,,,,330426,89730,AUXERRE,
330440,102,21,1140604,0,,,,,330440,89730,AUXERRE,
330849,102,21,1140604,0,,,,,330849,,,
334072,102,21,1140604,0,,,,,334072,87740,D.R./LIMOGES,
334329,102,21,1140604,0,,,,,334329,87730,LIMOGES,
334451,102,21,1140604,0,,,,,334451,87730,LIMOGES,
334517,102,21,1140604,0,,,,,334517,87740,D.R./LIMOGES,
334873,102,21,1140604,0,,,,,334873,87730,LIMOGES,
334897,102,21,1140604,0,,,,,334897,87740,D.R./LIMOGES,
335543,102,21,1140604,0,,,,,335543,06730,NICE,
335560,102,21,1140604,0,,,,,335560,06730,NICE,
336149,102,21,1140604,0,,,,,336149,44730,NANTES,
336415,102,21,1140604,0,,,,,336415,35760,D.R./RENNES,
337323,102,21,1140604,0,,,,,337323,34730,MONTPELLIER,
337327,102,21,1140604,0,,,,,337327,34730,MONTPELLIER,
337545,102,21,1140604,0,,,,,337545,35760,D.R./RENNES,
337763,102,21,1140604,0,,,,,337763,01730,BOURG EN BRESSE,
337813,102,21,1140604,0,,,,,337813,01730,BOURG EN BRESSE,
338056,102,21,1140604,0,,,,,338056,54730,NANCY,
338453,102,21,1140604,0,,,,,338453,54730,NANCY,
338735,102,21,1140604,0,,,,,338735,54730,NANCY,
338739,102,21,1140604,0,,,,,338739,54730,NANCY,
338755,102,21,1140604,0,,,,,338755,54730,NANCY,
338812,102,21,1140604,0,,,,,338812,54730,NANCY,
339843,102,21,1140604,0,,,,,339843,54730,NANCY,
344300,102,21,1140604,0,,,,,344300,76750,D.R./ROUEN,
344584,102,21,1140604,0,,,,,344584,49730,ANGERS,
344594,102,21,1140604,0,,,,,344594,49730,ANGERS,
344655,102,21,1140604,0,,,,,344655,34730,MONTPELLIER,
344907,102,21,1140604,0,,,,,344907,76750,D.R./ROUEN,
345481,102,21,1140604,0,,,,,345481,44730,NANTES,
346614,102,21,1140604,0,,,,,346614,74790,ANNECY,
346626,102,21,1140604,0,,,,,346626,21730,DIJON,
346857,102,21,1140604,0,,,,,346857,64730,PAU,
347065,102,21,1140604,0,,,,,347065,06730,NICE,
347661,102,21,1140604,0,,,,,347661,01730,BOURG EN BRESSE,
348270,102,21,1140604,0,,,,,348270,31850,D.R./TOULOUSE,
348336,102,21,1140604,0,,,,,348336,89730,AUXERRE,
348395,102,21,1140604,0,,,,,348395,13730,MARSEILLE,
348711,102,21,1140604,0,,,,,348711,86730,POITIERS,
348902,102,21,1140604,0,,,,,348902,87740,D.R./LIMOGES,
349863,102,21,1140604,0,,,,,349863,33740,D.R./BORDEAUX,
350103,102,21,1140604,0,,,,,350103,35760,D.R./RENNES,
350125,102,21,1140604,0,,,,,350125,35760,D.R./RENNES,
350271,102,21,1140604,0,,,,,350271,59730,LILLE,
350290,102,21,1140604,0,,,,,350290,59730,LILLE,
350331,102,21,1140604,0,,,,,350331,44730,NANTES,
350497,102,21,1140604,0,,,,,350497,64730,PAU,
350606,102,21,1140604,0,,,,,350606,76750,D.R./ROUEN,
350642,102,21,1140604,0,,,,,350642,44730,NANTES,
350681,102,21,1140604,0,,,,,350681,63750,CLERMONT-FERRAND,
350997,102,21,1140604,0,,,,,350997,35760,D.R./RENNES,
351522,102,21,1140604,0,,,,,351522,21730,DIJON,
352013,102,21,1140604,0,,,,,352013,06730,NICE,
352035,102,21,1140604,0,,,,,352035,76750,D.R./ROUEN,
352197,102,21,1140604,0,,,,,352197,44730,NANTES,
352457,102,21,1140604,0,,,,,352457,35760,D.R./RENNES,
352607,102,21,1140604,0,,,,,352607,49730,ANGERS,
354501,102,21,1140604,0,,,,,354501,89730,AUXERRE,
354506,102,21,1140604,0,,,,,354506,89730,AUXERRE,
354563,102,21,1140604,0,,,,,354563,87730,LIMOGES,
354564,102,21,1140604,0,,,,,354564,87730,LIMOGES,
354730,102,21,1140604,0,,,,,354730,74790,ANNECY,
354775,102,21,1140604,0,,,,,354775,80730,AMIENS,
355356,102,21,1140604,0,,,,,355356,80730,AMIENS,
355474,102,21,1140604,0,,,,,355474,34730,MONTPELLIER,
360064,102,21,1140604,0,,,,,360064,89730,AUXERRE,
360104,102,21,1140604,0,,,,,360104,89730,AUXERRE,
360205,102,21,1140604,0,,,,,360205,89730,AUXERRE,
360459,102,21,1140604,0,,,,,360459,89730,AUXERRE,
360477,102,21,1140604,0,,,,,360477,89730,AUXERRE,
360494,102,21,1140604,0,,,,,360494,89730,AUXERRE,
360615,102,21,1140604,0,,,,,360615,31850,D.R./TOULOUSE,
360622,102,21,1140604,0,,,,,360622,31850,D.R./TOULOUSE,
360704,102,21,1140604,0,,,,,360704,31850,D.R./TOULOUSE,
360806,102,21,1140604,0,,,,,360806,31850,D.R./TOULOUSE,
360822,102,21,1140604,0,,,,,360822,31850,D.R./TOULOUSE,
361034,102,21,1140604,0,,,,,361034,31850,D.R./TOULOUSE,
361164,102,21,1140604,0,,,,,361164,31850,D.R./TOULOUSE,
361314,102,21,1140604,0,,,,,361314,31850,D.R./TOULOUSE,
361339,102,21,1140604,0,,,,,361339,31850,D.R./TOULOUSE,
361494,102,21,1140604,0,,,,,361494,64730,PAU,
361514,102,21,1140604,0,,,,,361514,64730,PAU,
361526,102,21,1140604,0,,,,,361526,64730,PAU,
361557,102,21,1140604,0,,,,,361557,64730,PAU,
361583,102,21,1140604,0,,,,,361583,64730,PAU,
361597,102,21,1140604,0,,,,,361597,64730,PAU,
361619,102,21,1140604,0,,,,,361619,64730,PAU,
361655,102,21,1140604,0,,,,,361655,64730,PAU,
361852,102,21,1140604,0,,,,,361852,64730,PAU,
361871,102,21,1140604,0,,,,,361871,64730,PAU,
361880,102,21,1140604,0,,,,,361880,64730,PAU,
362063,102,21,1140604,0,,,,,362063,64730,PAU,
362102,102,21,1140604,0,,,,,362102,64730,PAU,
362104,102,21,1140604,0,,,,,362104,64730,PAU,
362125,102,21,1140604,0,,,,,362125,64730,PAU,
362151,102,21,1140604,0,,,,,362151,64730,PAU,
362164,102,21,1140604,0,,,,,362164,64730,PAU,
362182,102,21,1140604,0,,,,,362182,64730,PAU,
362262,102,21,1140604,0,,,,,362262,64730,PAU,
362272,102,21,1140604,0,,,,,362272,89730,AUXERRE,
362279,102,21,1140604,0,,,,,362279,89730,AUXERRE,
362314,102,21,1140604,0,,,,,362314,89730,AUXERRE,
362342,102,21,1140604,0,,,,,362342,89730,AUXERRE,
362343,102,21,1140604,0,,,,,362343,89730,AUXERRE,
362438,102,21,1140604,0,,,,,362438,89730,AUXERRE,
362459,102,21,1140604,0,,,,,362459,89730,AUXERRE,
362484,102,21,1140604,0,,,,,362484,89730,AUXERRE,
362520,102,21,1140604,0,,,,,362520,89730,AUXERRE,
362550,102,21,1140604,0,,,,,362550,89730,AUXERRE,
362583,102,21,1140604,0,,,,,362583,89730,AUXERRE,
362628,102,21,1140604,0,,,,,362628,89730,AUXERRE,
362736,102,21,1140604,0,,,,,362736,41720,BLOIS INTERIM,
363453,102,21,1140604,0,,,,,363453,41740,D.R./BLOIS,
363484,102,21,1140604,0,,,,,363484,41720,BLOIS INTERIM,
363528,102,21,1140604,0,,,,,363528,41740,D.R./BLOIS,
363542,102,21,1140604,0,,,,,363542,41740,D.R./BLOIS,
363590,102,21,1140604,0,,,,,363590,41720,BLOIS INTERIM,
364165,102,21,1140604,0,,,,,364165,86730,POITIERS,
364353,102,21,1140604,0,,,,,364353,80730,AMIENS,
365046,102,21,1140604,0,,,,,365046,44730,NANTES,
365050,102,21,1140604,0,,,,,365050,44730,NANTES,
365109,102,21,1140604,0,,,,,365109,44730,NANTES,
365349,102,21,1140604,0,,,,,365349,44730,NANTES,
365367,102,21,1140604,0,,,,,365367,44730,NANTES,
365410,102,21,1140604,0,,,,,365410,44730,NANTES,
365421,102,21,1140604,0,,,,,365421,44730,NANTES,
365641,102,21,1140604,0,,,,,365641,92730,PARIS,
366125,102,21,1140604,0,,,,,366125,35760,D.R./RENNES,
366743,102,21,1140604,0,,,,,366743,92730,PARIS,
366859,102,21,1140604,0,,,,,366859,92730,PARIS,
367070,102,21,1140604,0,,,,,367070,38750,D.R./VIENNE,
367111,102,21,1140604,0,,,,,367111,38750,D.R./VIENNE,
367115,102,21,1140604,0,,,,,367115,38750,D.R./VIENNE,
367137,102,21,1140604,0,,,,,367137,38740,VIENNE,
367142,102,21,1140604,0,,,,,367142,38750,D.R./VIENNE,
367171,102,21,1140604,0,,,,,367171,38740,VIENNE,
367235,102,21,1140604,0,,,,,367235,38750,D.R./VIENNE,
368817,102,21,1140604,0,,,,,368817,92730,PARIS,
368876,102,21,1140604,0,,,,,368876,92730,PARIS,
369068,102,21,1140604,0,,,,,369068,92730,PARIS,
369416,102,21,1140604,0,,,,,369416,92730,PARIS,
369503,102,21,1140604,0,,,,,369503,92730,PARIS,
369541,102,21,1140604,0,,,,,369541,92730,PARIS,
369544,102,21,1140604,0,,,,,369544,92730,PARIS,
369618,102,21,1140604,0,,,,,369618,92730,PARIS,
369712,102,21,1140604,0,,,,,369712,92730,PARIS,
369839,102,21,1140604,0,,,,,369839,92730,PARIS,
369840,102,21,1140604,0,,,,,369840,92730,PARIS,
369891,102,21,1140604,0,,,,,369891,92730,PARIS,
370564,102,21,1140604,0,,,,,370564,59730,LILLE,
370617,102,21,1140604,0,,,,,370617,59730,LILLE,
371006,102,21,1140604,0,,,,,371006,59730,LILLE,
371027,102,21,1140604,0,,,,,371027,59730,LILLE,
371331,102,21,1140604,0,,,,,371331,59730,LILLE,
371403,102,21,1140604,0,,,,,371403,59730,LILLE,
371484,102,21,1140604,0,,,,,371484,59730,LILLE,
371670,102,21,1140604,0,,,,,371670,86730,POITIERS,
371784,102,21,1140604,0,,,,,371784,86730,POITIERS,
376600,102,21,1140604,0,,,,,376600,54730,NANCY,
380343,102,21,1140604,0,,,,,380343,69730,LYON,
380482,102,21,1140604,0,,,,,380482,34730,MONTPELLIER,
381017,102,21,1140604,0,,,,,381017,63750,CLERMONT-FERRAND,
382402,102,21,1140604,0,,,,,382402,86730,POITIERS,
382782,102,21,1140604,0,,,,,382782,34730,MONTPELLIER,
386554,102,21,1140604,0,,,,,386554,49730,ANGERS,
386589,102,21,1140604,0,,,,,386589,86730,POITIERS,
