,AGENCE,CODE RESPONSABLE,,,,,,,,,,
CLIENACLI,CLIENAAGE,CLIENARES,CLIENACRE,SABVERSION,,N AGENCE,N CODE RESP,,N° Prospect,Agence,Libellé Agence,
871191,102,21,1140604,0,,,,,871191,38740,VIENNE,
871336,102,21,1140604,0,,,,,871336,38750,D.R./VIENNE,
871378,102,21,1140604,0,,,,,871378,63750,CLERMONT-FERRAND,
871470,102,21,1140604,0,,,,,871470,89730,AUXERRE,
871489,102,21,1140604,0,,,,,871489,92730,PARIS,
871504,102,21,1140604,0,,,,,871504,92730,PARIS,
871649,102,21,1140604,0,,,,,871649,35760,D.R./RENNES,
871681,102,21,1140604,0,,,,,871681,38750,D.R./VIENNE,
871740,102,21,1140604,0,,,,,871740,34730,MONTPELLIER,
871811,102,21,1140604,0,,,,,871811,89730,AUXERRE,
871850,102,21,1140604,0,,,,,871850,74790,ANNECY,
871865,102,21,1140604,0,,,,,871865,54730,NANCY,
871867,102,21,1140604,0,,,,,871867,21730,DIJON,
871902,102,21,1140604,0,,,,,871902,54730,NANCY,
871941,102,21,1140604,0,,,,,871941,41740,D.R./BLOIS,
872100,102,21,1140604,0,,,,,872100,54730,NANCY,
872119,102,21,1140604,0,,,,,872119,76750,D.R./ROUEN,
872122,102,21,1140604,0,,,,,872122,54730,NANCY,
872130,102,21,1140604,0,,,,,872130,76750,D.R./ROUEN,
872140,102,21,1140604,0,,,,,872140,01730,BOURG EN BRESSE,
872262,102,21,1140604,0,,,,,872262,41740,D.R./BLOIS,
872275,102,21,1140604,0,,,,,872275,01730,BOURG EN BRESSE,
872286,102,21,1140604,0,,,,,872286,92730,PARIS,
872349,102,21,1140604,0,,,,,872349,01730,BOURG EN BRESSE,
872475,102,21,1140604,0,,,,,872475,49730,ANGERS,
872631,102,21,1140604,0,,,,,872631,06730,NICE,
872706,102,21,1140604,0,,,,,872706,35760,D.R./RENNES,
872716,102,21,1140604,0,,,,,872716,49730,ANGERS,
872768,102,21,1140604,0,,,,,872768,01730,BOURG EN BRESSE,
872978,102,21,1140604,0,,,,,872978,44730,NANTES,
873102,102,21,1140604,0,,,,,873102,38750,D.R./VIENNE,
873143,102,21,1140604,0,,,,,873143,49730,ANGERS,
873144,102,21,1140604,0,,,,,873144,49730,ANGERS,
873286,102,21,1140604,0,,,,,873286,92730,PARIS,
873355,102,21,1140604,0,,,,,873355,21730,DIJON,
873411,102,21,1140604,0,,,,,873411,49730,ANGERS,
873433,102,21,1140604,0,,,,,873433,92730,PARIS,
873482,102,21,1140604,0,,,,,873482,21730,DIJON,
873512,102,21,1140604,0,,,,,873512,64730,PAU,
873520,102,21,1140604,0,,,,,873520,92730,PARIS,
873556,102,21,1140604,0,,,,,873556,89730,AUXERRE,
873557,102,21,1140604,0,,,,,873557,38740,VIENNE,
873570,102,21,1140604,0,,,,,873570,38750,D.R./VIENNE,
873576,102,21,1140604,0,,,,,873576,01730,BOURG EN BRESSE,
873630,102,21,1140604,0,,,,,873630,38740,VIENNE,
873638,102,21,1140604,0,,,,,873638,54730,NANCY,
873904,102,21,1140604,0,,,,,873904,92730,PARIS,
873945,102,21,1140604,0,,,,,873945,54730,NANCY,
873996,102,21,1140604,0,,,,,873996,13730,MARSEILLE,
874002,102,21,1140604,0,,,,,874002,38750,D.R./VIENNE,
874078,102,21,1140604,0,,,,,874078,01730,BOURG EN BRESSE,
874167,102,21,1140604,0,,,,,874167,38750,D.R./VIENNE,
874219,102,21,1140604,0,,,,,874219,92730,PARIS,
874334,102,21,1140604,0,,,,,874334,41740,D.R./BLOIS,
874380,102,21,1140604,0,,,,,874380,63750,CLERMONT-FERRAND,
874435,102,21,1140604,0,,,,,874435,63750,CLERMONT-FERRAND,
874507,102,21,1140604,0,,,,,874507,35730,RENNES,
874596,102,21,1140604,0,,,,,874596,44730,NANTES,
874620,102,21,1140604,0,,,,,874620,59730,LILLE,
874663,102,21,1140604,0,,,,,874663,38750,D.R./VIENNE,
874673,102,21,1140604,0,,,,,874673,64730,PAU,
874701,102,21,1140604,0,,,,,874701,74790,ANNECY,
874761,102,21,1140604,0,,,,,874761,89730,AUXERRE,
874800,102,21,1140604,0,,,,,874800,44730,NANTES,
874808,102,21,1140604,0,,,,,874808,34730,MONTPELLIER,
874834,102,21,1140604,0,,,,,874834,54730,NANCY,
874837,102,21,1140604,0,,,,,874837,54730,NANCY,
874886,102,21,1140604,0,,,,,874886,38740,VIENNE,
874889,102,21,1140604,0,,,,,874889,01730,BOURG EN BRESSE,
874901,102,21,1140604,0,,,,,874901,89730,AUXERRE,
874940,102,21,1140604,0,,,,,874940,31850,D.R./TOULOUSE,
874977,102,21,1140604,0,,,,,874977,59730,LILLE,
875103,102,21,1140604,0,,,,,875103,49730,ANGERS,
875127,102,21,1140604,0,,,,,875127,59730,LILLE,
875424,102,21,1140604,0,,,,,875424,49730,ANGERS,
875439,102,21,1140604,0,,,,,875439,31850,D.R./TOULOUSE,
875441,102,21,1140604,0,,,,,875441,13730,MARSEILLE,
875568,102,21,1140604,0,,,,,875568,49730,ANGERS,
875586,102,21,1140604,0,,,,,875586,13730,MARSEILLE,
875589,102,21,1140604,0,,,,,875589,49730,ANGERS,
875603,102,21,1140604,0,,,,,875603,49730,ANGERS,
875608,102,21,1140604,0,,,,,875608,13730,MARSEILLE,
875725,102,21,1140604,0,,,,,875725,86730,POITIERS,
875772,102,21,1140604,0,,,,,875772,92730,PARIS,
875785,102,21,1140604,0,,,,,875785,38750,D.R./VIENNE,
875803,102,21,1140604,0,,,,,875803,13730,MARSEILLE,
875879,102,21,1140604,0,,,,,875879,92730,PARIS,
875896,102,21,1140604,0,,,,,875896,74790,ANNECY,
875897,102,21,1140604,0,,,,,875897,74790,ANNECY,
875910,102,21,1140604,0,,,,,875910,01730,BOURG EN BRESSE,
875945,102,21,1140604,0,,,,,875945,89730,AUXERRE,
875948,102,21,1140604,0,,,,,875948,06730,NICE,
875949,102,21,1140604,0,,,,,875949,06730,NICE,
876025,102,21,1140604,0,,,,,876025,92730,PARIS,
876062,102,21,1140604,0,,,,,876062,89730,AUXERRE,
876087,102,21,1140604,0,,,,,876087,59730,LILLE,
876088,102,21,1140604,0,,,,,876088,59730,LILLE,
876090,102,21,1140604,0,,,,,876090,69730,LYON,
876095,102,21,1140604,0,,,,,876095,89730,AUXERRE,
876096,102,21,1140604,0,,,,,876096,44730,NANTES,
876130,102,21,1140604,0,,,,,876130,44730,NANTES,
876133,102,21,1140604,0,,,,,876133,35760,D.R./RENNES,
876134,102,21,1140604,0,,,,,876134,35760,D.R./RENNES,
876252,102,21,1140604,0,,,,,876252,89730,AUXERRE,
876271,102,21,1140604,0,,,,,876271,34730,MONTPELLIER,
876447,102,21,1140604,0,,,,,876447,49730,ANGERS,
876642,102,21,1140604,0,,,,,876642,89730,AUXERRE,
876671,102,21,1140604,0,,,,,876671,13730,MARSEILLE,
876683,102,21,1140604,0,,,,,876683,92730,PARIS,
876698,102,21,1140604,0,,,,,876698,49730,ANGERS,
876742,102,21,1140604,0,,,,,876742,13730,MARSEILLE,
876784,102,21,1140604,0,,,,,876784,69730,LYON,
876808,102,21,1140604,0,,,,,876808,86730,POITIERS,
876815,102,21,1140604,0,,,,,876815,38750,D.R./VIENNE,
876846,102,21,1140604,0,,,,,876846,34730,MONTPELLIER,
877065,102,21,1140604,0,,,,,877065,01730,BOURG EN BRESSE,
877071,102,21,1140604,0,,,,,877071,89730,AUXERRE,
877154,102,21,1140604,0,,,,,877154,49730,ANGERS,
877173,102,21,1140604,0,,,,,877173,89730,AUXERRE,
877223,102,21,1140604,0,,,,,877223,54730,NANCY,
877318,102,21,1140604,0,,,,,877318,69730,LYON,
877358,102,21,1140604,0,,,,,877358,31850,D.R./TOULOUSE,
877382,102,21,1140604,0,,,,,877382,89730,AUXERRE,
877479,102,21,1140604,0,,,,,877479,35730,RENNES,
877480,102,21,1140604,0,,,,,877480,64730,PAU,
877514,102,21,1140604,0,,,,,877514,64730,PAU,
877518,102,21,1140604,0,,,,,877518,59730,LILLE,
877584,102,21,1140604,0,,,,,877584,89730,AUXERRE,
877606,102,21,1140604,0,,,,,877606,74790,ANNECY,
877665,102,21,1140604,0,,,,,877665,13730,MARSEILLE,
877676,102,21,1140604,0,,,,,877676,92730,PARIS,
877690,102,21,1140604,0,,,,,877690,89730,AUXERRE,
877693,102,21,1140604,0,,,,,877693,64730,PAU,
877698,102,21,1140604,0,,,,,877698,44730,NANTES,
877699,102,21,1140604,0,,,,,877699,44730,NANTES,
877734,102,21,1140604,0,,,,,877734,76750,D.R./ROUEN,
877735,102,21,1140604,0,,,,,877735,76750,D.R./ROUEN,
877742,102,21,1140604,0,,,,,877742,31850,D.R./TOULOUSE,
877782,102,21,1140604,0,,,,,877782,92730,PARIS,
877783,102,21,1140604,0,,,,,877783,92730,PARIS,
877784,102,21,1140604,0,,,,,877784,01730,BOURG EN BRESSE,
877786,102,21,1140604,0,,,,,877786,01730,BOURG EN BRESSE,
877792,102,21,1140604,0,,,,,877792,31730,TOULOUSE,
877793,102,21,1140604,0,,,,,877793,44730,NANTES,
877797,102,21,1140604,0,,,,,877797,49730,ANGERS,
877864,102,21,1140604,0,,,,,877864,44730,NANTES,
877871,102,21,1140604,0,,,,,877871,49730,ANGERS,
877908,102,21,1140604,0,,,,,877908,64730,PAU,
877961,102,21,1140604,0,,,,,877961,49730,ANGERS,
877970,102,21,1140604,0,,,,,877970,64730,PAU,
878019,102,21,1140604,0,,,,,878019,38750,D.R./VIENNE,
878119,102,21,1140604,0,,,,,878119,44730,NANTES,
878126,102,21,1140604,0,,,,,878126,89730,AUXERRE,
878252,102,21,1140604,0,,,,,878252,13730,MARSEILLE,
878328,102,21,1140604,0,,,,,878328,89730,AUXERRE,
878339,102,21,1140604,0,,,,,878339,54730,NANCY,
878362,102,21,1140604,0,,,,,878362,44730,NANTES,
878363,102,21,1140604,0,,,,,878363,74790,ANNECY,
878396,102,21,1140604,0,,,,,878396,49730,ANGERS,
878439,102,21,1140604,0,,,,,878439,41720,BLOIS INTERIM,
878468,102,21,1140604,0,,,,,878468,06730,NICE,
878530,102,21,1140604,0,,,,,878530,44730,NANTES,
878576,102,21,1140604,0,,,,,878576,34730,MONTPELLIER,
878577,102,21,1140604,0,,,,,878577,76750,D.R./ROUEN,
878607,102,21,1140604,0,,,,,878607,38750,D.R./VIENNE,
878657,102,21,1140604,0,,,,,878657,54730,NANCY,
878866,102,21,1140604,0,,,,,878866,44730,NANTES,
878964,102,21,1140604,0,,,,,878964,38750,D.R./VIENNE,
879086,102,21,1140604,0,,,,,879086,86730,POITIERS,
879094,102,21,1140604,0,,,,,879094,38750,D.R./VIENNE,
879164,102,21,1140604,0,,,,,879164,54730,NANCY,
879238,102,21,1140604,0,,,,,879238,01730,BOURG EN BRESSE,
879269,102,21,1140604,0,,,,,879269,54730,NANCY,
879270,102,21,1140604,0,,,,,879270,54730,NANCY,
879371,102,21,1140604,0,,,,,879371,69730,LYON,
879377,102,21,1140604,0,,,,,879377,44730,NANTES,
879382,102,21,1140604,0,,,,,879382,74790,ANNECY,
879385,102,21,1140604,0,,,,,879385,38750,D.R./VIENNE,
879388,102,21,1140604,0,,,,,879388,38750,D.R./VIENNE,
879392,102,21,1140604,0,,,,,879392,38740,VIENNE,
879439,102,21,1140604,0,,,,,879439,41740,D.R./BLOIS,
879516,102,21,1140604,0,,,,,879516,89730,AUXERRE,
879521,102,21,1140604,0,,,,,879521,21730,DIJON,
879618,102,21,1140604,0,,,,,879618,74790,ANNECY,
879620,102,21,1140604,0,,,,,879620,31850,D.R./TOULOUSE,
879634,102,21,1140604,0,,,,,879634,87740,D.R./LIMOGES,
879645,102,21,1140604,0,,,,,879645,76750,D.R./ROUEN,
879656,102,21,1140604,0,,,,,879656,74790,ANNECY,
879671,102,21,1140604,0,,,,,879671,74790,ANNECY,
879704,102,21,1140604,0,,,,,879704,21730,DIJON,
879879,102,21,1140604,0,,,,,879879,54730,NANCY,
879926,102,21,1140604,0,,,,,879926,59730,LILLE,
879984,102,21,1140604,0,,,,,879984,89730,AUXERRE,
879996,102,21,1140604,0,,,,,879996,01730,BOURG EN BRESSE,
879997,102,21,1140604,0,,,,,879997,54730,NANCY,
880001,102,21,1140604,0,,,,,880001,13730,MARSEILLE,
880095,102,21,1140604,0,,,,,880095,35760,D.R./RENNES,
880287,102,21,1140604,0,,,,,880287,01730,BOURG EN BRESSE,
880289,102,21,1140604,0,,,,,880289,33740,D.R./BORDEAUX,
880369,102,21,1140604,0,,,,,880369,41740,D.R./BLOIS,
880411,102,21,1140604,0,,,,,880411,41720,BLOIS INTERIM,
880514,102,21,1140604,0,,,,,880514,92730,PARIS,
880515,102,21,1140604,0,,,,,880515,54730,NANCY,
880554,102,21,1140604,0,,,,,880554,49730,ANGERS,
880555,102,21,1140604,0,,,,,880555,89730,AUXERRE,
880595,102,21,1140604,0,,,,,880595,41740,D.R./BLOIS,
880630,102,21,1140604,0,,,,,880630,44730,NANTES,
880733,102,21,1140604,0,,,,,880733,13730,MARSEILLE,
880761,102,21,1140604,0,,,,,880761,63750,CLERMONT-FERRAND,
880795,102,21,1140604,0,,,,,880795,38740,VIENNE,
880840,102,21,1140604,0,,,,,880840,34730,MONTPELLIER,
880902,102,21,1140604,0,,,,,880902,87730,LIMOGES,
880936,102,21,1140604,0,,,,,880936,35760,D.R./RENNES,
880942,102,21,1140604,0,,,,,880942,89730,AUXERRE,
880945,102,21,1140604,0,,,,,880945,89730,AUXERRE,
881000,102,21,1140604,0,,,,,881000,49730,ANGERS,
881001,102,21,1140604,0,,,,,881001,31850,D.R./TOULOUSE,
881002,102,21,1140604,0,,,,,881002,49730,ANGERS,
881070,102,21,1140604,0,,,,,881070,35760,D.R./RENNES,
881071,102,21,1140604,0,,,,,881071,35760,D.R./RENNES,
881199,102,21,1140604,0,,,,,881199,35760,D.R./RENNES,
881324,102,21,1140604,0,,,,,881324,54730,NANCY,
881369,102,21,1140604,0,,,,,881369,87740,D.R./LIMOGES,
881376,102,21,1140604,0,,,,,881376,89730,AUXERRE,
881560,102,21,1140604,0,,,,,881560,35760,D.R./RENNES,
881602,102,21,1140604,0,,,,,881602,49730,ANGERS,
881628,102,21,1140604,0,,,,,881628,01730,BOURG EN BRESSE,
881747,102,21,1140604,0,,,,,881747,44730,NANTES,
881802,102,21,1140604,0,,,,,881802,44730,NANTES,
881826,102,21,1140604,0,,,,,881826,92730,PARIS,
881913,102,21,1140604,0,,,,,881913,76750,D.R./ROUEN,
881916,102,21,1140604,0,,,,,881916,33740,D.R./BORDEAUX,
881964,102,21,1140604,0,,,,,881964,21730,DIJON,
882026,102,21,1140604,0,,,,,882026,59730,LILLE,
882063,102,21,1140604,0,,,,,882063,54730,NANCY,
882077,102,21,1140604,0,,,,,882077,86730,POITIERS,
882170,102,21,1140604,0,,,,,882170,01730,BOURG EN BRESSE,
882299,102,21,1140604,0,,,,,882299,59730,LILLE,
882560,102,21,1140604,0,,,,,882560,34730,MONTPELLIER,
882561,102,21,1140604,0,,,,,882561,34730,MONTPELLIER,
882588,102,21,1140604,0,,,,,882588,54730,NANCY,
882617,102,21,1140604,0,,,,,882617,76750,D.R./ROUEN,
882716,102,21,1140604,0,,,,,882716,41740,D.R./BLOIS,
882722,102,21,1140604,0,,,,,882722,13730,MARSEILLE,
882873,102,21,1140604,0,,,,,882873,89730,AUXERRE,
882991,102,21,1140604,0,,,,,882991,01730,BOURG EN BRESSE,
883036,102,21,1140604,0,,,,,883036,69730,LYON,
883101,102,21,1140604,0,,,,,883101,44730,NANTES,
883196,102,21,1140604,0,,,,,883196,01730,BOURG EN BRESSE,
883236,102,21,1140604,0,,,,,883236,54730,NANCY,
883384,102,21,1140604,0,,,,,883384,41720,BLOIS INTERIM,
883401,102,21,1140604,0,,,,,883401,89730,AUXERRE,
883442,102,21,1140604,0,,,,,883442,54730,NANCY,
883451,102,21,1140604,0,,,,,883451,44730,NANTES,
883502,102,21,1140604,0,,,,,883502,13730,MARSEILLE,
883587,102,21,1140604,0,,,,,883587,01730,BOURG EN BRESSE,
883625,102,21,1140604,0,,,,,883625,31850,D.R./TOULOUSE,
883706,102,21,1140604,0,,,,,883706,49730,ANGERS,
883785,102,21,1140604,0,,,,,883785,41740,D.R./BLOIS,
883798,102,21,1140604,0,,,,,883798,92730,PARIS,
883811,102,21,1140604,0,,,,,883811,86730,POITIERS,
883892,102,21,1140604,0,,,,,883892,21730,DIJON,
883923,102,21,1140604,0,,,,,883923,21730,DIJON,
883934,102,21,1140604,0,,,,,883934,54730,NANCY,
883940,102,21,1140604,0,,,,,883940,41740,D.R./BLOIS,
883958,102,21,1140604,0,,,,,883958,86730,POITIERS,
884029,102,21,1140604,0,,,,,884029,64730,PAU,
884042,102,21,1140604,0,,,,,884042,13730,MARSEILLE,
884118,102,21,1140604,0,,,,,884118,41720,BLOIS INTERIM,
884123,102,21,1140604,0,,,,,884123,21730,DIJON,
884162,102,21,1140604,0,,,,,884162,35760,D.R./RENNES,
884241,102,21,1140604,0,,,,,884241,21730,DIJON,
884269,102,21,1140604,0,,,,,884269,59730,LILLE,
884287,102,21,1140604,0,,,,,884287,49730,ANGERS,
884399,102,21,1140604,0,,,,,884399,31850,D.R./TOULOUSE,
884467,102,21,1140604,0,,,,,884467,33740,D.R./BORDEAUX,
884556,102,21,1140604,0,,,,,884556,49730,ANGERS,
884558,102,21,1140604,0,,,,,884558,49730,ANGERS,
884591,102,21,1140604,0,,,,,884591,34730,MONTPELLIER,
884739,102,21,1140604,0,,,,,884739,89730,AUXERRE,
884834,102,21,1140604,0,,,,,884834,89730,AUXERRE,
884888,102,21,1140604,0,,,,,884888,49730,ANGERS,
885006,102,21,1140604,0,,,,,885006,13730,MARSEILLE,
885015,102,21,1140604,0,,,,,885015,54730,NANCY,
885017,102,21,1140604,0,,,,,885017,13730,MARSEILLE,
885018,102,21,1140604,0,,,,,885018,21730,DIJON,
885054,102,21,1140604,0,,,,,885054,54730,NANCY,
885104,102,21,1140604,0,,,,,885104,59730,LILLE,
885105,102,21,1140604,0,,,,,885105,59730,LILLE,
885138,102,21,1140604,0,,,,,885138,31730,TOULOUSE,
885143,102,21,1140604,0,,,,,885143,87740,D.R./LIMOGES,
885348,102,21,1140604,0,,,,,885348,86730,POITIERS,
885603,102,21,1140604,0,,,,,885603,01730,BOURG EN BRESSE,
885617,102,21,1140604,0,,,,,885617,89730,AUXERRE,
885707,102,21,1140604,0,,,,,885707,35760,D.R./RENNES,
885708,102,21,1140604,0,,,,,885708,44730,NANTES,
885714,102,21,1140604,0,,,,,885714,31730,TOULOUSE,
885715,102,21,1140604,0,,,,,885715,01730,BOURG EN BRESSE,
885752,102,21,1140604,0,,,,,885752,92730,PARIS,
885779,102,21,1140604,0,,,,,885779,13730,MARSEILLE,
885780,102,21,1140604,0,,,,,885780,13730,MARSEILLE,
885841,102,21,1140604,0,,,,,885841,54730,NANCY,
885850,102,21,1140604,0,,,,,885850,01730,BOURG EN BRESSE,
885920,102,21,1140604,0,,,,,885920,35760,D.R./RENNES,
885975,102,21,1140604,0,,,,,885975,44730,NANTES,
885977,102,21,1140604,0,,,,,885977,54730,NANCY,
886107,102,21,1140604,0,,,,,886107,44730,NANTES,
886151,102,21,1140604,0,,,,,886151,92730,PARIS,
886241,102,21,1140604,0,,,,,886241,74790,ANNECY,
886362,102,21,1140604,0,,,,,886362,89730,AUXERRE,
886400,102,21,1140604,0,,,,,886400,49730,ANGERS,
886404,102,21,1140604,0,,,,,886404,92730,PARIS,
886460,102,21,1140604,0,,,,,886460,38750,D.R./VIENNE,
886531,102,21,1140604,0,,,,,886531,35760,D.R./RENNES,
886560,102,21,1140604,0,,,,,886560,34730,MONTPELLIER,
886590,102,21,1140604,0,,,,,886590,59730,LILLE,
886601,102,21,1140604,0,,,,,886601,13730,MARSEILLE,
886604,102,21,1140604,0,,,,,886604,89730,AUXERRE,
886618,102,21,1140604,0,,,,,886618,89730,AUXERRE,
886664,102,21,1140604,0,,,,,886664,92730,PARIS,
886849,102,21,1140604,0,,,,,886849,59730,LILLE,
886942,102,21,1140604,0,,,,,886942,64730,PAU,
887080,102,21,1140604,0,,,,,887080,69730,LYON,
887084,102,21,1140604,0,,,,,887084,54730,NANCY,
887135,102,21,1140604,0,,,,,887135,13730,MARSEILLE,
887261,102,21,1140604,0,,,,,887261,41740,D.R./BLOIS,
887381,102,21,1140604,0,,,,,887381,54730,NANCY,
887457,102,21,1140604,0,,,,,887457,92730,PARIS,
887462,102,21,1140604,0,,,,,887462,49730,ANGERS,
887529,102,21,1140604,0,,,,,887529,54730,NANCY,
887536,102,21,1140604,0,,,,,887536,34730,MONTPELLIER,
887607,102,21,1140604,0,,,,,887607,44730,NANTES,
887622,102,21,1140604,0,,,,,887622,54730,NANCY,
887798,102,21,1140604,0,,,,,887798,87740,D.R./LIMOGES,
887869,102,21,1140604,0,,,,,887869,13730,MARSEILLE,
887870,102,21,1140604,0,,,,,887870,13730,MARSEILLE,
887872,102,21,1140604,0,,,,,887872,87740,D.R./LIMOGES,
887930,102,21,1140604,0,,,,,887930,13730,MARSEILLE,
887931,102,21,1140604,0,,,,,887931,59730,LILLE,
887983,102,21,1140604,0,,,,,887983,41740,D.R./BLOIS,
887984,102,21,1140604,0,,,,,887984,41740,D.R./BLOIS,
888006,102,21,1140604,0,,,,,888006,38750,D.R./VIENNE,
888112,102,21,1140604,0,,,,,888112,76750,D.R./ROUEN,
888157,102,21,1140604,0,,,,,888157,13730,MARSEILLE,
888271,102,21,1140604,0,,,,,888271,41740,D.R./BLOIS,
888338,102,21,1140604,0,,,,,888338,41740,D.R./BLOIS,
888397,102,21,1140604,0,,,,,888397,87730,LIMOGES,
888412,102,21,1140604,0,,,,,888412,13730,MARSEILLE,
888428,102,21,1140604,0,,,,,888428,21730,DIJON,
888439,102,21,1140604,0,,,,,888439,01730,BOURG EN BRESSE,
888523,102,21,1140604,0,,,,,888523,49730,ANGERS,
888560,102,21,1140604,0,,,,,888560,64730,PAU,
888589,102,21,1140604,0,,,,,888589,21730,DIJON,
888616,102,21,1140604,0,,,,,888616,13730,MARSEILLE,
888712,102,21,1140604,0,,,,,888712,21730,DIJON,
888772,102,21,1140604,0,,,,,888772,92730,PARIS,
888891,102,21,1140604,0,,,,,888891,01730,BOURG EN BRESSE,
888960,102,21,1140604,0,,,,,888960,86730,POITIERS,
888986,102,21,1140604,0,,,,,888986,63750,CLERMONT-FERRAND,
889090,102,21,1140604,0,,,,,889090,92730,PARIS,
889168,102,21,1140604,0,,,,,889168,54730,NANCY,
889225,102,21,1140604,0,,,,,889225,69730,LYON,
889308,102,21,1140604,0,,,,,889308,38750,D.R./VIENNE,
889309,102,21,1140604,0,,,,,889309,89730,AUXERRE,
889454,102,21,1140604,0,,,,,889454,89730,AUXERRE,
889474,102,21,1140604,0,,,,,889474,33740,D.R./BORDEAUX,
889707,102,21,1140604,0,,,,,889707,92730,PARIS,
889731,102,21,1140604,0,,,,,889731,31850,D.R./TOULOUSE,
889805,102,21,1140604,0,,,,,889805,86730,POITIERS,
889858,102,21,1140604,0,,,,,889858,54730,NANCY,
889880,102,21,1140604,0,,,,,889880,86730,POITIERS,
889933,102,21,1140604,0,,,,,889933,38740,VIENNE,
890084,102,21,1140604,0,,,,,890084,06730,NICE,
890165,102,21,1140604,0,,,,,890165,76750,D.R./ROUEN,
890192,102,21,1140604,0,,,,,890192,49730,ANGERS,
890218,102,21,1140604,0,,,,,890218,74790,ANNECY,
890236,102,21,1140604,0,,,,,890236,38750,D.R./VIENNE,
890243,102,21,1140604,0,,,,,890243,89730,AUXERRE,
890294,102,21,1140604,0,,,,,890294,59730,LILLE,
890409,102,21,1140604,0,,,,,890409,89730,AUXERRE,
890542,102,21,1140604,0,,,,,890542,41720,BLOIS INTERIM,
890569,102,21,1140604,0,,,,,890569,87740,D.R./LIMOGES,
890571,102,21,1140604,0,,,,,890571,92730,PARIS,
890583,102,21,1140604,0,,,,,890583,49730,ANGERS,
890613,102,21,1140604,0,,,,,890613,89730,AUXERRE,
890615,102,21,1140604,0,,,,,890615,89730,AUXERRE,
890695,102,21,1140604,0,,,,,890695,49730,ANGERS,
890737,102,21,1140604,0,,,,,890737,59730,LILLE,
890800,102,21,1140604,0,,,,,890800,01730,BOURG EN BRESSE,
890820,102,21,1140604,0,,,,,890820,87740,D.R./LIMOGES,
890890,102,21,1140604,0,,,,,890890,41740,D.R./BLOIS,
890924,102,21,1140604,0,,,,,890924,54730,NANCY,
891022,102,21,1140604,0,,,,,891022,06730,NICE,
891035,102,21,1140604,0,,,,,891035,49730,ANGERS,
891041,102,21,1140604,0,,,,,891041,21730,DIJON,
891059,102,21,1140604,0,,,,,891059,87740,D.R./LIMOGES,
891136,102,21,1140604,0,,,,,891136,13730,MARSEILLE,
891184,102,21,1140604,0,,,,,891184,49730,ANGERS,
891229,102,21,1140604,0,,,,,891229,54730,NANCY,
891244,102,21,1140604,0,,,,,891244,49730,ANGERS,
891269,102,21,1140604,0,,,,,891269,89730,AUXERRE,
891473,102,21,1140604,0,,,,,891473,38750,D.R./VIENNE,
891533,102,21,1140604,0,,,,,891533,34730,MONTPELLIER,
891563,102,21,1140604,0,,,,,891563,64730,PAU,
891565,102,21,1140604,0,,,,,891565,33740,D.R./BORDEAUX,
891690,102,21,1140604,0,,,,,891690,21730,DIJON,
891884,102,21,1140604,0,,,,,891884,13730,MARSEILLE,
891960,102,21,1140604,0,,,,,891960,31850,D.R./TOULOUSE,
891961,102,21,1140604,0,,,,,891961,87740,D.R./LIMOGES,
892066,102,21,1140604,0,,,,,892066,54730,NANCY,
892261,102,21,1140604,0,,,,,892261,13730,MARSEILLE,
892267,102,21,1140604,0,,,,,892267,49730,ANGERS,
892405,102,21,1140604,0,,,,,892405,38750,D.R./VIENNE,
892424,102,21,1140604,0,,,,,892424,34730,MONTPELLIER,
892774,102,21,1140604,0,,,,,892774,87730,LIMOGES,
892775,102,21,1140604,0,,,,,892775,92730,PARIS,
893006,102,21,1140604,0,,,,,893006,49730,ANGERS,
893007,102,21,1140604,0,,,,,893007,44730,NANTES,
893022,102,21,1140604,0,,,,,893022,86730,POITIERS,
893023,102,21,1140604,0,,,,,893023,54730,NANCY,
893060,102,21,1140604,0,,,,,893060,54730,NANCY,
893200,102,21,1140604,0,,,,,893200,21730,DIJON,
893396,102,21,1140604,0,,,,,893396,54730,NANCY,
893397,102,21,1140604,0,,,,,893397,49730,ANGERS,
893446,102,21,1140604,0,,,,,893446,49730,ANGERS,
893447,102,21,1140604,0,,,,,893447,49730,ANGERS,
893540,102,21,1140604,0,,,,,893540,34730,MONTPELLIER,
893577,102,21,1140604,0,,,,,893577,38750,D.R./VIENNE,
893579,102,21,1140604,0,,,,,893579,86730,POITIERS,
893620,102,21,1140604,0,,,,,893620,59730,LILLE,
893672,102,21,1140604,0,,,,,893672,44730,NANTES,
893673,102,21,1140604,0,,,,,893673,44730,NANTES,
893783,102,21,1140604,0,,,,,893783,49730,ANGERS,
893881,102,21,1140604,0,,,,,893881,34730,MONTPELLIER,
893948,102,21,1140604,0,,,,,893948,54730,NANCY,
893968,102,21,1140604,0,,,,,893968,31850,D.R./TOULOUSE,
894030,102,21,1140604,0,,,,,894030,49730,ANGERS,
894031,102,21,1140604,0,,,,,894031,44730,NANTES,
894049,102,21,1140604,0,,,,,894049,44730,NANTES,
894050,102,21,1140604,0,,,,,894050,49730,ANGERS,
894051,102,21,1140604,0,,,,,894051,54730,NANCY,
894055,102,21,1140604,0,,,,,894055,92730,PARIS,
894059,102,21,1140604,0,,,,,894059,21730,DIJON,
894108,102,21,1140604,0,,,,,894108,64730,PAU,
894110,102,21,1140604,0,,,,,894110,54730,NANCY,
